permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,first_funding_year,last_funding_year
/organization/pluribus-networks,Pluribus Networks,http://pluribusnetworks.com,Big Data|Cloud Computing|Data Center Infrastructure|Networking|Web Hosting,97000000,operating,USA,CA,SF Bay Area,Palo Alto,5,2010-04-01,2010-04,2010-Q2,2010,2010-05-01,2015-01-21,2010,2015
/organization/true-north-therapeutics,True North Therapeutics,http://www.truenorthrx.com/,Biotechnology,97000000,operating,USA,CA,SF Bay Area,South San Francisco,3,2013-01-01,2013-01,2013-Q1,2013,2014-06-17,2015-12-03,2014,2015
/organization/elcelyx-therapeutics,Elcelyx Therapeutics,http://www.elcelyx.com,Biotechnology,96845109,operating,USA,CA,San Diego,San Diego,6,2010-01-01,2010-01,2010-Q1,2010,2010-03-17,2015-10-01,2010,2015
/organization/greenvolts,GreenVolts,http://www.greenvolts.com,Clean Technology,96800000,closed,USA,CA,SF Bay Area,Fremont,5,2005-01-01,2005-01,2005-Q1,2005,2008-09-01,2012-04-01,2008,2012
/organization/geron-corp,Geron,http://www.geron.com,Biotechnology,96700000,ipo,USA,CA,SF Bay Area,Menlo Park,1,1990-08-28,1990-08,1990-Q3,1990,2014-02-04,2014-02-04,2014,2014
/organization/cdnetworks,CDNetworks,http://www.cdnetworks.com,Cloud Computing|Content Delivery|Internet|Security|Web Hosting,96500000,operating,USA,CA,SF Bay Area,San Jose,1,2000-05-01,2000-05,2000-Q2,2000,2007-12-01,2007-12-01,2007,2007
/organization/cebix,Cebix,http://www.cebix.com,Biotechnology,96287638,operating,USA,CA,San Diego,La Jolla,5,2008-01-01,2008-01,2008-Q1,2008,2009-10-30,2014-11-13,2009,2014
/organization/onstor,ONStor,http://www.onstor.com,Web Hosting,96250000,acquired,USA,CA,SF Bay Area,Campbell,5,2000-01-01,2000-01,2000-Q1,2000,2002-03-19,2009-02-24,2002,2009
/organization/invuity,Invuity,http://www.invuity.com,Health Care,96200000,ipo,USA,CA,SF Bay Area,San Francisco,5,2004-01-01,2004-01,2004-Q1,2004,2010-07-01,2015-02-13,2010,2015
/organization/marketshare,MarketShare,http://www.marketshare.com,Analytics|Big Data Analytics|Enterprise Software|Marketing Automation|Predictive Analytics|SaaS,96000000,acquired,USA,CA,Los Angeles,Los Angeles,6,2005-01-01,2005-01,2005-Q1,2005,2011-04-14,2015-05-04,2011,2015
/organization/threshold-pharmaceuticals,Threshold Pharmaceuticals,http://www.thresholdpharm.com,Biotechnology|Health and Wellness|Health Care,96000000,ipo,USA,CA,SF Bay Area,South San Francisco,3,2001-01-01,2001-01,2001-Q1,2001,2004-01-14,2012-04-11,2004,2012
/organization/centric-software,Centric Software,http://www.centricsoftware.com/index.asp,Software,95899999,operating,USA,CA,SF Bay Area,Campbell,6,1997-01-01,1997-01,1997-Q1,1997,2004-12-21,2014-07-29,2004,2014
/organization/sezmi,sezmi,http://www.sezmi.com,Games|Television,95892257,acquired,USA,CA,SF Bay Area,Belmont,6,2007-01-01,2007-01,2007-Q1,2007,2007-08-01,2011-11-07,2007,2011
/organization/nanoh2o,NanoH2O,http://www.nanoh2o.com,Nanotechnology,95500000,acquired,USA,CA,Los Angeles,Los Angeles,3,2005-01-01,2005-01,2005-Q1,2005,2007-05-31,2012-04-30,2007,2012
/organization/calhoun-vision,Calhoun Vision,http://www.calhounvision.com/world.htm,Health Care,95375917,operating,USA,CA,Los Angeles,Pasadena,5,1999-01-01,1999-01,1999-Q1,1999,2010-08-27,2015-06-04,2010,2015
/organization/suneva-medical,Suneva Medical,http://sunevamedical.com,Health Care,95199996,operating,USA,CA,San Diego,San Diego,5,2009-04-01,2009-04,2009-Q2,2009,2012-11-30,2015-07-29,2012,2015
/organization/playphone,PlayPhone,http://www.playphone.com,Games,95097200,operating,USA,CA,SF Bay Area,San Francisco,3,2003-04-01,2003-04,2003-Q2,2003,2006-08-28,2012-01-01,2006,2012
/organization/freshdesk,Freshdesk,http://www.freshdesk.com,Customer Service|Customer Support Tools|Software,95051568,operating,USA,CA,SF Bay Area,San Francisco,6,2010-01-01,2010-01,2010-Q1,2010,2011-11-30,2015-04-20,2011,2015
